VB_ID,ID_Num,FIRE_NAME,FIRE_YEAR,WFU,Veg,AGENCY,ICS_CODE,PCT_FS,FIRESIZE_HA,BA90_HA,BA90_PCT,MaxPatch_HA,IGNITION_DATE,CONT_DATE,q,TMAX,MAXTMIN,T_dist,MAX_WSF5,W_dist,max_tmmx,max_tmmn,min_rmax,max_bi,sdc_BA90_resid,sdc_BA90_maxtmmx_resid,sdc_BA90_maxbi_resid,lat,long
2003DEAFY,570,DEAFY,2003,no,Forest,USF,MNF,100.0,1964,826,42.1,402,20030701,20030703.0,0.00461474614860273,32.8,6.7,15.7,NA,NA,26.316827392578148,9.768243408203148,63.8547477722168,40.933021545410156,0.35786644816120106,0.2320612595809475,0.31045633192541944,39.50559001,-122.82666535
2003DEXTER,572,DEXTER,2003,yes,Forest,USF,INF,100.0,995,74,7.4,26,20030902,20031013.0,0.013228134693053,29.4,10.6,17.8,NA,NA,23.747521972656273,10.237939453125023,27.072345733642578,69.05587005615234,-0.016997610162067776,-0.18629014894484866,-0.020208121683385222,37.81698265,-118.80261036
2003HAPPY_CAMP,574,HAPPY CAMP,2003,no,Forest,USF,MNF,100.0,622,13,2.0,5,20030903,20030915.0,0.024476163734781,31.1,20.6,12.6,NA,NA,29.161096191406273,19.081781005859398,25.73475456237793,78.04627990722656,0.3761386505455053,0.3431881202322768,0.38709775291989656,39.5384616,-122.73643548
2003HOOKER,578,HOOKER,2003,yes,Forest,USF,SQF,100.0,969,48,5.0,18,20030903,20031101.0,0.014450464661126,29.4,8.9,5.0,NA,NA,23.316491699218773,9.170312500000023,17.444307327270508,89.76952362060547,-0.02738034912375572,-0.20591682395129832,0.002125612535987542,36.10899945,-118.20866449
2003KIBBIE,579,KIBBIE CMPLX,2003,yes,Forest,NPS,YNP,53.03,2788,497,17.8,73,20030729,20031107.0,0.0119075207699017,35.0,19.4,9.0,NA,NA,28.678460693359398,14.852166748046898,19.368568420410156,89.611663818359375,0.30580104895544163,0.25197133485036327,0.33514687856771863,38.04627081,-119.86759542
2003LOMA,581,LOMA,2003,no,Forest,USF,SHF,99.65,1516,125,8.3,59,20030914,20030922.0,0.00766541942918692,41.7,13.3,8.4,NA,NA,37.42974243164065,13.377832031250023,23.700124740600586,56.160301208496094,-0.5255881072747126,-0.3585760543775797,-0.5491708539741292,40.78475764,-123.30664018
2003MOUNTAIN,583,MOUNTAIN CMPLX,2003,yes,Forest,USF,STF,100.0,1708,153,9.0,36,20030720,20031002.0,0.0152338721600759,36.7,19.4,19.7,NA,NA,30.077172851562523,15.621392822265648,25.491788864135742,75.23839569091797,0.19002001384496875,0.17563418091850247,0.19659074535169876,38.15061809,-119.88904851
2003MUD,584,MUD,2003,yes,Forest,USF,STF,100.0,1761,481,27.3,101,20030831,20031027.0,0.00791142934886726,23.5,11.6,17.8,NA,NA,24.604760742187523,10.420312500000023,23.12041664123535,90.22758483886719,0.2878775070942286,0.1283547130277217,0.31826295915334096,38.43824073,-119.94649778
2003SNAKE_CARGYLE2,592,SNAKE/CARGYLE2,2003,no,Forest,USF,SNF,100.0,336,15,4.5,10,20030903,20031120.0,0.0126706833493515,27.2,11.1,20.5,NA,NA,26.663812255859398,14.158105468750023,19.62273406982422,121.5879135131836,-0.17939168649166654,-0.2752419522978005,-0.09960747949121754,37.57723596,-119.17690393
2003SPANISH,593,SPANISH,2003,no,Forest,USF,MNF,100.0,2487,877,35.3,528,20030927,20030928.0,0.00223095033409357,30.6,21.1,10.0,NA,NA,25.991479492187523,15.748498535156273,26.75358009338379,58.36520004272461,-0.6487921997337919,-0.7787339326740704,-0.6687021754604392,39.63834179,-122.83949852
2003SUMMIT,594,SUMMIT,2003,yes,Forest,USF,INF,99.99,2420,344,14.2,63,20030825,20031018.0,0.00934782365006194,29.4,10.0,18.2,NA,NA,22.366815185546898,10.014703369140648,21.427494049072266,75.64210510253906,-0.08437059549098815,-0.29152477748724204,-0.07712560289017613,36.22295523,-118.13723495
2003TUOLUMNE,595,TUOLUMNE,2003,no,Forest,NPS,YNP,0.0,1456,174,11.9,49,20030831,20031107.0,0.0110102781785849,27.8,10.6,7.0,NA,NA,26.191979980468773,13.599969482421898,18.528457641601562,85.07246398925781,-0.015333123751350958,-0.12701284058160678,0.006798356709162531,37.84587668,-119.72943145
2003WEST_KERN,596,WEST KERN,2003,yes,Forest,NPS,KNP,55.82,3233,76,2.3,19,20030821,20031115.0,0.0155625244088732,27.2,11.7,8.1,NA,NA,22.665765380859398,11.199487304687523,15.860992431640625,91.104888916015625,-0.0643499254731055,-0.25736777512011993,-0.03275256535498472,36.3338755,-118.41921959
2003WHISKEY,597,WHISKEY,2003,yes,Forest,NPS,YNP,0.0,455,61,13.4,14,20030731,20031107.0,0.0126405135474068,28.3,10.6,5.8,NA,NA,24.356225585937523,10.914331054687523,20.019329071044922,79.1150894165039,0.18447175898062873,0.026746770779857747,0.19719943099072318,37.85712694,-119.58387631
2003WHIT,598,WHIT,2003,yes,Forest,USF,STF,100.0,423,35,8.2,11,20030831,20031027.0,0.0190399500221793,23.5,11.6,24.2,NA,NA,27.423822021484398,11.599572753906273,21.951372146606445,94.95052337646484,0.3801169274892424,0.30086878384504795,0.4178326143006399,38.38669101,-119.98339449
2003WILLIAMS,600,WILLIAMS,2003,yes,Forest,NPS,KNP,0.1,1478,48,3.2,18,20030728,20031015.0,0.014612912232362,28.3,15.6,2.5,NA,NA,23.384942626953148,10.531945800781273,30.286376953125,64.12071990966797,-0.09027388130011615,-0.26610019253992534,-0.10131258739965525,36.70663659,-118.6877219
2004BEAR,602,BEAR,2004,no,Forest,CDF,SHU,34.13,4226,679,16.1,372,20040811,20040818.0,0.00305114354199419,40.0,22.8,20.9,NA,NA,40.58767089843752,21.383020019531273,46.31582260131836,71.15082550048828,-1.1258100570180083,-0.8855009252028662,-1.1256492513768837,40.72752753,-122.1683489
2004BLUFF,603,BLUFF,2004,yes,Forest,NPS,LNP,0.0,1379,81,5.9,12,20040628,20041020.0,0.0188255651813545,31.7,11.1,21.1,NA,NA,30.858331298828148,10.994836425781273,19.868568420410156,91.22352600097656,0.27414512600268576,0.28075462584574806,0.30595508899558127,40.51010847,-121.3303043
2004COTTONWOOD,605,COTTONWOOD,2004,no,Forest,USF,PNF,100.0,258,21,8.0,16,20040504,20040510.0,0.0101580738753793,27.2,9.4,12.4,NA,NA,20.742181396484398,6.360833740234398,54.814720153808594,70.51517486572266,-0.25638390966823227,-0.5000010381800298,-0.25728413423208174,40.17251986,-120.49342241
2004CRAG,606,CRAG,2004,no,Forest,USF,SQF,100.0,352,94,26.7,47,20040616,20040702.0,0.00722677473391822,25.6,7.2,13.3,NA,NA,21.355676269531273,7.678948974609398,42.91799545288086,59.493064880371094,0.17267104888727203,-0.06649321426981172,0.15448338898281522,36.15505052,-118.13357132
2004DEEP,609,DEEP,2004,no,Shrub,USF,SQF,100.0,1276,803,62.9,736,20040812,20040817.0,NA,40.6,24.4,1.8,NA,NA,33.81853637695315,18.461877441406273,46.386478424072266,58.65877151489258,NA,NA,NA,36.17259731,-118.72128258
2004EARLY,610,EARLY,2004,no,Forest,USF,STF,100.0,700,161,23.0,93,20040809,20041026.0,0.00739574445056107,NA,NA,NA,NA,NA,37.05465087890627,19.050012207031273,23.683897018432617,82.43116760253906,0.04352283085822227,0.19292957282239073,0.06155780801485258,37.88555891,-119.94690372
2004EDDY54,612,EDDY 54,2004,no,Forest,USF,KNF,99.83,377,4,1.2,2,20040410,20040417.0,0.0307803813041051,20.0,8.9,4.3,NA,NA,23.435052490234398,8.405511474609398,54.96488952636719,32.892513275146484,0.5723953210789425,0.3989415685921826,0.511993572996545,41.25122376,-123.14170623
2004FREDS,614,FREDS,2004,no,Forest,USF,ENF,56.9,3148,1602,50.9,1280,20041013,20041017.0,0.00166434833869136,28.3,12.8,8.4,NA,NA,28.951379394531273,11.382714843750023,26.865779876708984,69.22151947021484,-0.29982453660051267,-0.3657861767284281,-0.30246969615036684,38.78749138,-120.31321328
2004HETCHY,618,HETCHY,2004,no,Forest,NPS,YNP,0.0,784,148,18.9,54,20041015,20041018.0,0.0138599826438752,27.8,9.4,6.4,NA,NA,23.458459472656273,7.010736083984398,29.132434844970703,69.49961853027344,0.5029031196730452,0.3199454547674269,0.5004741087477247,37.96912456,-119.71116643
2004HOT_SPRINGS,619,HOTSPRINGS,2004,yes,Forest,NPS,KNP,0.0,135,49,36.5,41,20040812,20041018.0,0.00722006013874298,28.3,13.3,7.5,NA,NA,23.765222167968773,9.971917724609398,28.55731201171875,89.56487274169922,0.5750250951208389,0.38959587499167325,0.6044274868823981,36.4701533,-118.39172771
2004MEADOW,623,MEADOW WFU,2004,yes,Forest,NPS,YNP,0.0,2036,292,14.3,38,20040630,20040730.0,0.0119401419239851,35.0,15.6,8.7,NA,NA,27.699822998046898,14.327905273437523,32.693092346191406,69.08495330810547,0.16450698615941603,0.08857925575548453,0.16139058829126215,37.67790317,-119.55191279
2004NEHOUSE,624,NEHOUSE,2004,no,Forest,USF,SNF,100.0,105,18,17.6,9,20040911,20040915.0,0.0127758107171587,19.4,11.1,11.7,NA,NA,30.475213623046898,13.132196044921898,30.820999145507812,78.93756103515625,0.3679541686292249,0.3584692731709473,0.38043060861581285,37.40056034,-119.30661719
2004POWER,629,POWER,2004,no,Forest,USF,ENF,79.89,6857,2573,37.5,1701,20041006,20041021.0,0.00281605746950184,30.6,17.8,4.0,NA,NA,28.204888916015648,11.651605224609398,28.4237060546875,71.8808364868164,-0.32534895259256785,-0.40205577218263916,-0.3238851827221617,38.50415643,-120.28346725
2004SIMS,632,SIMS,2004,no,Forest,USF,SRF,80.45,1633,794,48.6,754,20040727,20040815.0,0.00146861588060595,38.9,17.8,4.7,NA,NA,38.54274902343752,17.369165039062523,39.69197082519531,76.49427795410156,-0.5195860090000255,-0.3481257106603948,-0.5107542778310196,40.70525739,-123.54626155
2004SOURCE,633,SOURCE,2004,no,Forest,USF,SNF,100.0,158,16,10.1,16,20040616,20040622.0,0.00898402329199209,36.7,16.7,10.3,NA,NA,29.402246093750023,16.595697021484398,37.45542526245117,59.70908737182617,-0.2927870291149263,-0.3244140771900333,-0.31074916375322154,37.22211688,-119.38903485
2004STRAYLOR,635,STRAYLOR,2004,no,Forest,CDF,LMU,95.73,1341,526,39.2,239,20040722,20040729.0,0.00451060688757489,32.8,13.9,17.3,NA,NA,33.76308593750002,12.814111328125023,39.11033630371094,70.97949981689453,0.2157022706129918,0.2748542191878857,0.21575354677138336,40.82684196,-121.08018822
2004TUOLUMNE,636,TUOLUMNE,2004,no,Forest,USF,STF,93.44,293,139,47.2,130,20040912,20040917.0,0.00388320194386385,31.1,11.1,7.9,NA,NA,30.623040771484398,13.924005126953148,29.3394775390625,73.55438232421875,0.39514172450078716,0.3724387518510991,0.39931784827853645,37.8447912,-120.01132703
2005COMB,641,COMB,2005,yes,Forest,NPS,KNP,11.15,4143,398,9.6,73,20050722,20051201.0,0.0118392573444585,36.1,14.4,3.2,NA,NA,24.843164062500023,11.921350097656273,16.316692352294922,68.92589569091797,-0.03738963011844793,-0.18096349081602062,-0.04079018308105856,36.81388589,-118.64163104
2005CRAG,643,CRAG,2005,yes,Forest,USF,SQF,100.0,584,19,3.3,9,20051015,20050724.0,0.0191073813688705,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18201043969230796,NA,NA,36.10737627,-118.18134377
2005DEER,644,DEER,2005,no,Forest,USF,MNF,68.26,720,380,52.7,371,20050809,20050818.0,0.00260942490928952,39.4,13.3,12.5,NA,NA,35.7518249511719,15.183374023437523,50.07981491088867,65.73656463623047,0.22394415953626629,0.32436494416926753,0.21580438275744468,39.37453439,-122.84720588
2005HARDING,646,HARDING,2005,no,Forest,USF,TNF,64.77,931,448,48.2,271,20050824,20050827.0,NA,31.1,6.1,7.1,NA,NA,30.198693847656273,7.593988037109398,57.9758415222168,73.80811309814453,NA,NA,NA,39.63436243,-120.32180114
2005HOGBACK,647,HOGBACK,2005,no,Forest,USF,INF,100.0,270,19,7.1,15,20050722,20050805.0,0.00876869211733813,37.8,23.3,9.0,NA,NA,29.192071533203148,14.720849609375023,30.09769058227539,69.94454193115234,-0.4405013403186702,-0.47559378920617923,-0.4423096015445698,36.90372985,-118.32497018
2005LAUREL,650,LAUREL,2005,yes,Forest,NPS,YNP,0.0,195,7,3.5,6,20050926,20051104.0,0.0192293240315103,28.3,11.7,7.4,NA,NA,22.968255615234398,10.333215332031273,29.171825408935547,83.18450164794922,0.19660240507417645,0.010347601629717188,0.21569176759431197,38.02680579,-119.76976362
2005WAPAMA,655,WAPAMA,2005,yes,Forest,NPS,YNP,0.0,428,8,1.9,4,20050926,20051104.0,0.0256309390485853,28.3,11.7,1.9,NA,NA,25.176660156250023,10.866448974609398,29.63182830810547,81.78022766113281,0.41812395488335524,0.28714495360303466,0.43498301528910205,37.9786052,-119.77898305
2005WOOLEY,657,WOOLEY,2005,no,Forest,USF,KNF,100.0,1352,88,6.5,15,20050920,20050921.0,0.0159166795724042,35.0,10.0,22.6,NA,NA,32.22060546875002,11.521417236328148,56.26966857910156,46.02578353881836,0.13098775194212497,0.17079084696501245,0.09137714108572963,41.49555657,-123.26462896
2006BAKEOVEN_PIGEON,658,BAKE OVEN & PIGEON,2006,no,Forest,USF,SHF,99.81,41153,7475,18.2,887,20060723,20061130.0,0.00441873167940037,51.7,23.3,7.0,NA,NA,35.03997192382815,19.101953125000023,28.034013748168945,79.26622009277344,-0.6690558891244709,-0.5665111882978984,-0.6560558908620115,40.93898618,-123.1940978
2006BASSETTS,660,BASSETTS,2006,no,Forest,USF,TNF,93.76,1054,274,26.0,136,20060919,20061006.0,0.00546850926542026,28.9,7.2,19.4,NA,NA,23.698022460937523,10.212518310546898,22.81441879272461,118.41205596923828,-0.13492171457405497,-0.3160254639181121,-0.060006183095234616,39.63106594,-120.58808857
2006BOULDER_CMPLX,661,BOULDER CMPLX,2006,no,Forest,USF,PNF,99.79,1416,507,35.8,335,20060625,20060705.0,0.00301632782129668,33.9,15.6,7.5,NA,NA,32.86531982421877,16.552728271484398,28.883880615234375,68.73242950439453,-0.32660402074393596,-0.2876162112490373,-0.33012745673519445,40.19302811,-120.58800127
2006BOUNDARY,662,BOUNDARY,2006,no,Forest,NPS,YNP,0.0,192,10,5.2,9,20060821,20060830.0,0.0146304440126043,33.9,11.7,5.3,NA,NA,28.690728759765648,12.415826416015648,30.175125122070312,76.59444427490234,-0.006772077946472336,-0.053124104859693086,0.0019150605024195956,37.75012381,-119.64974283
2006BRODER_BECK,663,BRODER BECK WFU,2006,yes,Forest,USF,SQF,100.0,1413,136,9.7,33,20060726,20060929.0,0.0151565819143144,30.6,12.8,10.2,NA,NA,27.168969726562523,12.137933349609398,27.10023307800293,90.109344482421875,0.21373949291077454,0.1273633666566173,0.24381526489624317,36.14433326,-118.16615545
2006FROG,669,FROG,2006,yes,Forest,NPS,YNP,0.0,2502,57,2.3,16,20060721,20061111.0,0.021041985911689,37.8,20.6,4.0,NA,NA,30.343560791015648,16.924462890625023,15.236626625061035,92.79206085205078,0.2373041027145317,0.23329161974729112,0.2715676546824795,37.99703531,-119.78186184
2006GREASE,671,GREASE,2006,no,Forest,USF,PNF,100.0,150,15,10.2,6,20060716,20060801.0,0.019888229788323,38.9,19.4,13.2,NA,NA,29.897302246093773,14.890008544921898,31.04216194152832,79.93689727783203,0.5060083884980241,0.4865112573124162,0.520012408709863,40.02382471,-120.36965963
2006HANCOCK,672,HANCOCK,2006,no,Forest,USF,KNF,99.97,8837,533,6.0,52,20060723,20061113.0,0.0129125049145604,45.0,21.7,16.3,NA,NA,39.50850830078127,21.538598632812523,21.49135398864746,74.50575256347656,-0.09875931626284483,0.12073585445338768,-0.09336729733331747,41.41758498,-123.30343263
2006HARVEY,673,HARVEY,2006,no,Forest,USF,MNF,100.0,514,11,2.2,8,20060626,20061127.0,NA,38.9,27.8,25.1,NA,NA,33.44143066406252,21.954858398437523,19.82938575744629,91.54925537109375,NA,NA,NA,40.05241714,-122.90281941
2006HIGH,674,HIGH,2006,no,Forest,USF,MDF,95.13,425,52,12.2,15,20060626,20060715.0,0.0200641131782308,35.0,18.9,13.5,NA,NA,35.80498657226565,17.395837402343773,45.692440032958984,57.894779205322266,0.5971158816347764,0.7219100470380654,0.5763013008457157,41.4487625,-121.30481553
2006HOTLUM,676,HOTLUM,2006,no,Shrub,USF,SHF,58.94,1220,491,40.2,277,20060224,20060304.0,NA,15.0,3.9,11.9,NA,NA,13.343072509765648,1.5423522949218977,73.6938247680664,31.532930374145508,NA,NA,NA,41.50374464,-122.31553713
2006HUNTER,677,HUNTER,2006,no,Forest,USF,MNF,92.7,6592,775,11.7,198,20060725,20060907.0,0.00676948244516,NA,NA,NA,NA,NA,35.04940185546877,21.417840576171898,19.772994995117188,69.19779968261719,-0.5099679821019882,-0.4034894023633841,-0.5129241969728037,39.66615979,-122.92081415
2006KINGSLEY,680,KINGSLEY,2006,no,Forest,USF,MNF,100.0,237,10,4.4,4,20060725,20060809.0,NA,NA,NA,NA,NA,NA,30.267999267578148,20.482110595703148,28.713706970214844,70.31195068359375,NA,NA,NA,40.01824345,-122.93783655
2006LAKIN,681,LAKIN,2006,no,Forest,USF,SHF,100.0,200,114,57.1,100,20060724,20060729.0,0.0032467000800204,35.0,21.7,5.9,NA,NA,34.82625732421877,17.950463867187523,43.85267639160156,69.94786834716797,0.6235195329263387,0.6986496955628262,0.6220654716955348,41.39835965,-121.5237565
2006LAVA,682,LAVA,2006,no,Forest,USF,MDF,100.0,85,5,5.7,4,20060628,20060709.0,0.0214249623844385,32.8,18.9,9.5,NA,NA,31.233728027343773,16.742700195312523,43.23408126831055,53.629798889160156,0.3952557609840886,0.4112203544768911,0.36765598534927185,41.5008252,-121.52112869
2006MIDDLET,684,MIDDLET,2006,no,Forest,NPS,YNP,0.0,192,12,6.1,10,20060721,20060828.0,0.0137654267380358,28.9,12.8,5.3,NA,NA,28.370812988281273,14.890008544921898,27.344703674316406,75.25856018066406,-0.03068025269275746,-0.08542023978009144,-0.024097894506515654,37.86879003,-119.70606604
2006PANTHER,687,PANTHER,2006,no,Forest,USF,SRF,84.5,366,8,2.2,2,20060724,20060812.0,0.0310304474223606,40.6,20.6,1.6,NA,NA,42.4139343261719,19.970849609375023,41.6820182800293,84.44551086425781,0.6216380904102514,0.9148206358930651,0.6427111189163268,40.72096182,-123.51417947
2006RALSTON,691,RALSTON,2006,no,Forest,USF,TNF,72.87,3524,85,2.4,18,20060905,20060919.0,0.0188990922128485,33.3,19.4,9.0,NA,NA,32.91018066406252,19.510003662109398,26.878469467163086,88.201324462890625,0.13401336054050675,0.19312676918150826,0.1610229947368092,39.01475701,-120.69955045
2006RUSH,696,RUSH,2006,no,Forest,USF,KNF,99.73,1972,171,8.7,62,20060724,20060823.0,0.00884399757633129,32.8,21.1,20.6,NA,NA,30.510034179687523,18.827569580078148,37.31792449951172,58.13841247558594,-0.3661077938709463,-0.36966696917680025,-0.3865617936744203,41.12864213,-123.02824123
2006SAGE,697,SAGE,2006,no,Shrub,USF,MDF,59.57,2073,1024,49.4,380,20060724,20060728.0,NA,30.8,15.2,21.5,NA,NA,35.1237731933594,16.246697998046898,44.864501953125,61.959922790527344,NA,NA,NA,41.7082835,-120.49325968
2006SAWMILL,698,SAWMILL,2006,no,Forest,USF,INF,80.17,3017,1907,63.2,1727,20060914,20060923.0,0.00120488314631394,28.3,13.3,13.8,NA,NA,23.881005859375023,8.618981933593773,35.83973693847656,100.70883178710938,-0.11671353054774078,-0.31449810017757457,-0.06951430813304757,37.80278172,-118.62585034
2006SMITH,700,SMITH,2006,no,Forest,USF,SQF,100.0,94,40,42.5,27,20060627,20060706.0,0.00707155652125491,35.0,19.4,5.4,NA,NA,31.844110107421898,18.696221923828148,35.51181411743164,75.58158111572266,0.8011507570420527,0.8111836629958192,0.8084976071716211,35.66407944,-118.11686903
2006SOMES,701,SOMES,2006,no,Forest,USF,SRF,99.53,6275,239,3.8,77,20060724,20061018.0,0.00719641885997398,40.0,21.1,6.0,NA,NA,36.38582763671877,22.427423095703148,20.422454833984375,73.37791442871094,-0.7739050639137108,-0.6300284642242807,-0.7703106903722429,41.33008958,-123.46613963
2006TAMARACK,702,TAMARACK WFU,2006,yes,Forest,USF,SQF,100.0,1891,133,7.0,26,20060709,20061211.0,0.0165303286098995,26.7,11.7,11.6,NA,NA,27.784051513671898,12.257531738281273,27.09125518798828,92.126861572265625,0.18939264825977598,0.11969572289045334,0.2226378046016912,36.32548983,-118.50336768
2006TITUS,703,TITUS,2006,no,Forest,USF,KNF,100.0,2499,402,16.1,76,20060725,20060930.0,0.00847816251172939,38.9,17.8,21.4,NA,NA,33.02114257812502,18.702111816406273,18.10421371459961,74.1690444946289,-0.1038327677826708,-0.04978992508768296,-0.098902352885194,41.61236533,-123.35854592
2006UNCLES,704,UNCLES,2006,no,Forest,USF,KNF,100.0,1571,375,23.9,236,20060723,20061113.0,0.00496439073608644,43.3,18.9,12.0,NA,NA,33.76726684570315,20.471551513671898,19.279747009277344,74.062286376953125,-0.31805510198443077,-0.25008690267991873,-0.3132389588694162,41.4036803,-123.17766824
2007ANTELOPE_CMPLX,707,ANTELOPE CMPLX,2007,no,Forest,USF,PNF,98.05,9369,4860,51.9,3683,20070705,20070713.0,0.0014648828622415,40.0,18.9,12.8,NA,NA,34.14486083984377,15.877557373046898,25.39004898071289,74.32634735107422,-0.3863315251582008,-0.32501400259667534,-0.38090268540286654,40.13892041,-120.58591171
2007BABCOCK,708,BABCOCK,2007,yes,Forest,NPS,YNP,0.0,107,5,5.0,2,20070711,20070920.0,0.0360931752585646,35.6,18.9,16.6,NA,NA,23.138452148437523,12.167840576171898,25.319299697875977,86.6286392211914,0.8879968768126537,0.7050775773875191,0.9125393844176514,37.7618117,-119.40129687
2007BALD,709,BALD WFU,2007,yes,Forest,NPS,YNP,0.0,169,26,15.5,12,20070830,20070905.0,0.0148236548451368,25.6,11.1,7.3,NA,NA,27.036248779296898,16.810449218750023,42.47325134277344,60.46918487548828,0.4302068630265127,0.3372604346596626,0.4134835756490931,37.87456262,-119.72706837
2007CHINA,712,CHINA,2007,no,Forest,USF,KNF,92.83,1198,218,18.2,80,20070914,20070920.0,0.00803488599106111,28.9,10.0,13.0,NA,NA,25.850671386718773,8.435113525390648,83.87569427490234,55.86721420288086,-0.07111578362553736,-0.19478538322816252,-0.09509259695247302,41.837404,-122.69294671
2007COLBY,713,COLBY,2007,no,Forest,USF,LNF,100.0,118,19,15.8,13,20070810,20070819.0,0.016420801199899,29.4,16.1,11.4,NA,NA,29.374169921875023,12.064294433593773,34.37992858886719,76.550445556640625,0.5448769713125405,0.5093126261014199,0.5535685557758463,40.16859464,-121.55298852
2007ELK,715,ELK,2007,no,Forest,USF,KNF,100.0,466,65,13.9,24,20070710,20070804.0,0.0116508154015153,40.0,18.3,21.1,NA,NA,33.31997070312502,18.872918701171898,43.889869689941406,57.28824234008789,0.12351660561104556,0.18616863912078624,0.10175539521059984,41.63072658,-123.27397487
2007ELK_CMPLX,716,ELK CMPLX,2007,no,Forest,USF,KNF,99.08,5532,784,14.2,196,20070710,20071206.0,0.0101350420169062,40.0,18.3,15.2,NA,NA,39.68129882812502,18.774011230468773,38.179473876953125,65.0825424194336,-0.003515221379694531,0.21556366938963945,-0.012957218031201975,41.67142854,-123.42141142
2007FLETCHER,717,FLETCHER,2007,no,Forest,USF,MDF,27.42,3298,2474,75.0,1490,20070710,20070719.0,0.00131193216481327,34.8,12.2,19.4,NA,NA,32.8410583496094,15.401330566406273,40.98585891723633,68.51978302001953,0.4539912490689723,0.4700574649461968,0.45040534521799214,41.9715886,-120.54331098
2007GOLDLEDGE,718,GOLDLEDGE,2007,no,Forest,USF,SQF,100.0,1781,966,54.3,866,20070603,20070622.0,0.00172511725758435,33.3,9.4,14.7,NA,NA,29.174737548828148,13.495263671875023,31.39737319946289,107.88996887207031,-0.12404845133717904,-0.1864479477197215,-0.06556318552673034,35.87632164,-118.4313539
2007GROUSE,720,GROUSE,2007,no,Forest,USF,SQF,100.0,449,159,35.5,82,20070827,20071218.0,0.00634830514718685,27.8,11.7,25.9,NA,NA,24.101220703125023,12.407098388671898,28.31622886657715,73.24705505371094,0.40519829577795163,0.22860989733330933,0.40880710589808683,36.28358183,-118.42664702
2007INYO_CMPLX,723,INYO CMPLX,2007,no,Shrub,USF,INF,64.72,11584,9709,83.8,9614,20070706,20070713.0,NA,56.1,23.9,1.6,NA,NA,36.01372680664065,20.547753906250023,16.8096981048584,92.61177062988281,NA,NA,NA,36.84638816,-118.27707836
2007JAMES,725,JAMES,2007,no,Shrub,USF,SQF,97.82,546,46,8.4,4,20070429,20070802.0,NA,42.2,25.0,10.2,NA,NA,37.54277954101565,19.343408203125023,27.39171028137207,115.66718292236328,NA,NA,NA,35.76220445,-118.39710363
2007LITTLEGRIDER,727,LITTLE GRIDER,2007,no,Forest,USF,KNF,99.36,891,47,5.2,6,20070710,20071206.0,0.022972633173573,40.0,18.3,3.3,NA,NA,39.86470947265627,18.017114257812523,41.7914924621582,64.78922271728516,0.44442700348447,0.6731464273055211,0.4344586718949688,41.79967681,-123.41502321
2007MOONLIGHT,729,MOONLIGHT,2007,no,Forest,USF,PNF,71.17,26390,14706,55.7,5136,20070903,20070925.0,0.00101690102776922,31.7,13.3,8.2,NA,NA,28.333856201171898,11.159020996093773,24.789159774780273,85.3499984741211,-0.5949717367549359,-0.6788686252878523,-0.5720960017333598,40.22494299,-120.73510823
2007OHAREL,731,OHAREL,2007,yes,Forest,USF,INF,100.0,264,5,1.9,3,20071029,20071218.0,0.0224207015748688,20.6,0.6,22.3,NA,NA,14.257012939453148,3.8178039550781477,31.39857292175293,59.982215881347656,0.28430848605055575,-0.11548100261190572,0.2667207422460136,37.77065261,-118.73140054
2007SAGE,736,SAGE,2007,no,Shrub,USF,INF,72.27,2615,2311,88.4,2302,20070706,20070711.0,NA,28.9,16.1,23.6,NA,NA,35.2713562011719,18.369104003906273,20.12247085571289,95.254486083984375,NA,NA,NA,37.15382745,-118.35233462
2007VISTA,740,VISTA,2007,no,Forest,USF,SQF,100.0,170,47,27.8,36,20070822,20070826.0,0.0118839327997979,30.6,11.7,11.0,NA,NA,24.961785888671898,8.500665283203148,38.09017562866211,77.30225372314453,0.7153320372101153,0.5643134319545818,0.7252954300428609,36.00633739,-118.31894358
2007WALLOW,741,WALLOW,2007,no,Forest,USF,SHF,54.7,582,242,41.5,109,20070829,20070903.0,NA,35.0,20.0,1.5,NA,NA,33.97124633789065,19.178918457031273,41.320167541503906,72.42974853515625,NA,NA,NA,40.4913318,-123.34314336
2008ANTELOPE,745,ANTELOPE,2008,no,Grass,CDF,TGU,58.36,1467,410,28.0,142,20080621,20080629.0,NA,36.1,20.0,17.0,NA,NA,38.27532348632815,19.703576660156273,31.88420867919922,92.68921661376953,NA,NA,NA,40.25059251,-121.87172526
2008ANTHONYMILNE,746,ANTHONY MILNE,2008,no,Forest,USF,KNF,100.0,777,59,7.7,33,20080628,20081216.0,0.00980284663942604,42.8,17.8,22.8,NA,NA,35.36409912109377,19.336572265625023,17.974822998046875,82.10783386230469,-0.3043253542424251,-0.18782183333096292,-0.2869081092527161,41.5034026,-123.17790345
2008BACK,747,BACK,2008,no,Forest,USF,MNF,84.36,636,41,6.4,7,20080621,20080629.0,0.019189092746916,37.8,12.8,5.8,NA,NA,34.77803955078127,17.513604736328148,35.54887008666992,72.25008392333984,0.31384705553260356,0.41666381397959357,0.31567729430418257,39.37291852,-122.97569128
